#,Product,Grade,Vat Type,Spec.,Battery Health,Qty, Offer,Order Qty, Total,,Notes:
1702,Samsung SM-S911B/DS S23 256GB Black - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,5, £ -   ,0, £ -   ,,
1703,Samsung SM-S911B/DS S23 256GB Black - Grade C - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade C,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1704,Samsung SM-S911B/DS S23 256GB Cream - Grade B - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade B,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1705,Samsung SM-S911B/DS S23 256GB Green - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,3, £ -   ,0, £ -   ,,
1706,Samsung SM-S911B/DS S23 256GB Green - Grade C - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade C,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1707,Samsung SM-S911B/DS S23 256GB Green - Pristine A+ Open Box - Standard Vat - Generic / Codes - 80%+ Battery Health,Pristine A+ Open Box,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1708,Samsung SM-S916B/DS S23+ 256GB Black - Grade A - Marginal Vat - Generic / Codes,Grade A,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1709,Samsung SM-S916B/DS S23+ 256GB Black - Grade A - Standard Vat - China / HK Spec - 80%+ Battery Health,Grade A,Standard,China / HK,80%+,2, £ -   ,0, £ -   ,,
1710,Samsung SM-S916B/DS S23+ 256GB Black - Grade B - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade B,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1711,Samsung SM-S916B/DS S23+ 256GB Black - Grade B - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade B,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1712,Samsung SM-S916B/DS S23+ 256GB Black - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1713,Samsung SM-S916B/DS S23+ 256GB Green - Grade B - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade B,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1714,Samsung SM-S916B/DS S23+ 256GB Green - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1715,Samsung SM-S916B/DS S23+ 512 LvndrPink - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1716,Samsung SM-S916B/DS S23+ 512GB Black - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,5, £ -   ,0, £ -   ,,
1717,Samsung SM-S916B/DS S23+ 512GB Black - Grade C - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade C,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1718,Samsung SM-S916B/DS S23+ 512GB Cream - Grade A - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade A,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1719,Samsung SM-S916B/DS S23+ 512GB Green - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1720,Samsung SM-S918B/DS S23Ultra 256 Cream - Grade B - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade B,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1721,Samsung SM-S918B/DS S23Ultra 256 Cream - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,4, £ -   ,0, £ -   ,,
1722,Samsung SM-S918B/DS S23Ultra 256 Cream - Grade C - Standard Vat - China / HK Spec - 80%+ Battery Health,Grade C,Standard,China / HK,80%+,1, £ -   ,0, £ -   ,,
1723,Samsung SM-S918B/DS S23Ultra 256 Grpht - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1724,Samsung SM-S918B/DS S23Ultra 256 Lvndr - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1725,Samsung SM-S918B/DS S23Ultra 256GB Blk - Grade A - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade A,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1726,Samsung SM-S918B/DS S23Ultra 256GB Blk - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1727,Samsung SM-S918B/DS S23Ultra 256GB Grn - Grade A - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade A,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1728,Samsung SM-S918B/DS S23Ultra 256GB Grn - Grade B - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade B,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1729,Samsung SM-S918B/DS S23Ultra 256GB Grn - Grade C - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade C,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1730,Samsung SM-S918B/DS S23Ultra 512 Green - Grade A - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade A,Marginal,UK / EU,80%+,2, £ -   ,0, £ -   ,,
1731,Samsung SM-S918B/DS S23Ultra 512 Green - Grade A - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade A,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1732,Samsung SM-S918B/DS S23Ultra 512 Green - Grade B - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade B,Marginal,UK / EU,80%+,2, £ -   ,0, £ -   ,,
1733,Samsung SM-S918B/DS S23Ultra 512 Green - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,4, £ -   ,0, £ -   ,,
1734,Samsung SM-S918B/DS S23Ultra 512 Lvndr - Grade A - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade A,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1735,Samsung SM-S918B/DS S23Ultra 512GB Blk - Grade A - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade A,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1736,Samsung SM-S918B/DS S23Ultra 512GB Blk - Grade B - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade B,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1737,Samsung SM-S918B/DS S23Ultra 512GB Blk - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,8, £ -   ,0, £ -   ,,
1738,Samsung SM-S918B/DS S23Ultra 512GB Blk - Grade C - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade C,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1739,Samsung SM-S921B/DS S24 128GB Black - Grade A - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade A,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1740,Samsung SM-S921B/DS S24 128GB Black - Pristine A+ Open Box - Standard Vat - Generic / Codes - 80%+ Battery Health,Pristine A+ Open Box,Standard,UK / EU,80%+,2, £ -   ,0, £ -   ,,
1741,Samsung SM-S921B/DS S24 128GB Grey - Grade B - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade B,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1742,Samsung SM-S921B/DS S24 128GB Grey - Grade C - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade C,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1743,Samsung SM-S921B/DS S24 128GB Violet - Grade B - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade B,Standard,UK / EU,80%+,2, £ -   ,0, £ -   ,,
1744,Samsung SM-S921B/DS S24 128GB Violet - Grade C - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade C,Standard,UK / EU,80%+,2, £ -   ,0, £ -   ,,
1745,Samsung SM-S921B/DS S24 256GB Black - Grade A - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade A,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1746,Samsung SM-S921B/DS S24 256GB Black - Grade A - Standard Vat - Generic / Codes,Grade A,Standard,UK / EU,Untested,2, £ -   ,0, £ -   ,,
1747,Samsung SM-S921B/DS S24 256GB Black - Grade A - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade A,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1748,Samsung SM-S921B/DS S24 256GB Black - Grade B - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade B,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1749,Samsung SM-S921B/DS S24 256GB Black - Grade B - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade B,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1750,Samsung SM-S921B/DS S24 256GB Black - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,2, £ -   ,0, £ -   ,,
1751,Samsung SM-S921B/DS S24 256GB Black - Pristine A+ Open Box - Standard Vat - Generic / Codes - 80%+ Battery Health,Pristine A+ Open Box,Standard,UK / EU,80%+,2, £ -   ,0, £ -   ,,
1752,Samsung SM-S921B/DS S24 256GB Grey - Grade A - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade A,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1753,Samsung SM-S921B/DS S24 256GB Grey - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1754,Samsung SM-S921B/DS S24 256GB Grey - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,2, £ -   ,0, £ -   ,,
1755,Samsung SM-S921B/DS S24 256GB Grey - Pristine A+ Open Box - Standard Vat - Generic / Codes - 80%+ Battery Health,Pristine A+ Open Box,Standard,UK / EU,80%+,5, £ -   ,0, £ -   ,,
1756,Samsung SM-S921B/DS S24 256GB Violet - Grade A - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade A,Standard,UK / EU,80%+,2, £ -   ,0, £ -   ,,
1757,Samsung SM-S921B/DS S24 256GB Violet - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1758,Samsung SM-S921B/DS S24 256GB Violet - Pristine A+ Open Box - Standard Vat - Generic / Codes - 80%+ Battery Health,Pristine A+ Open Box,Standard,UK / EU,80%+,3, £ -   ,0, £ -   ,,
1759,Samsung SM-S921B/DS S24 256GB Yellow - Grade B - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade B,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1760,Samsung SM-S921B/DS S24 256GB Yellow - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,2, £ -   ,0, £ -   ,,
1761,Samsung SM-S921B/DS S24 256GB Yellow - Pristine A+ Open Box - Standard Vat - Generic / Codes - 80%+ Battery Health,Pristine A+ Open Box,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1762,Samsung SM-S926B/DS S24+ 256GB Black - Grade A - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade A,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1763,Samsung SM-S926B/DS S24+ 256GB Black - Pristine A+ Open Box - Standard Vat - Generic / Codes - 80%+ Battery Health,Pristine A+ Open Box,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1764,Samsung SM-S926B/DS S24+ 256GB Grey - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1765,Samsung SM-S926B/DS S24+ 256GB Violet - Grade A - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade A,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1766,Samsung SM-S926B/DS S24+ 256GB Violet - Grade B - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade B,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1767,Samsung SM-S926B/DS S24+ 256GB Violet - Pristine A+ Open Box - Standard Vat - Generic / Codes - 80%+ Battery Health,Pristine A+ Open Box,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1768,Samsung SM-S926B/DS S24+ 256GB Yellow - Grade A - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade A,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1769,Samsung SM-S926B/DS S24+ 512 SaphrBlue - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1770,Samsung SM-S926B/DS S24+ 512GB Black - Pristine A+ Open Box - Standard Vat - Generic / Codes - 80%+ Battery Health,Pristine A+ Open Box,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1771,Samsung SM-S926B/DS S24+ 512GB Grey - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1772,Samsung SM-S926B/DS S24+ 512GB Violet - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1773,Samsung SM-S926B/DS S24+ 512GB Violet - Pristine A+ Open Box - Standard Vat - Generic / Codes - 80%+ Battery Health,Pristine A+ Open Box,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1774,Samsung SM-S928B/DS S24Ultra 256 Blue - Grade A - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade A,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1775,Samsung SM-S928B/DS S24Ultra 256 Vilet - Grade A - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade A,Standard,UK / EU,80%+,4, £ -   ,0, £ -   ,,
1776,Samsung SM-S928B/DS S24Ultra 256 Vilet - Grade B - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade B,Marginal,UK / EU,80%+,2, £ -   ,0, £ -   ,,
1777,Samsung SM-S928B/DS S24Ultra 256 Vilet - Grade B - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade B,Standard,UK / EU,80%+,2, £ -   ,0, £ -   ,,
1778,Samsung SM-S928B/DS S24Ultra 256 Vilet - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,6, £ -   ,0, £ -   ,,
1779,Samsung SM-S928B/DS S24Ultra 256 Vilet - Pristine A+ Open Box - Standard Vat - Generic / Codes - 80%+ Battery Health,Pristine A+ Open Box,Standard,UK / EU,80%+,4, £ -   ,0, £ -   ,,
1780,Samsung SM-S928B/DS S24Ultra 256 Yellw - Grade A - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade A,Marginal,UK / EU,80%+,2, £ -   ,0, £ -   ,,
1781,Samsung SM-S928B/DS S24Ultra 256 Yellw - Grade B - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade B,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1782,Samsung SM-S928B/DS S24Ultra 256 Yellw - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,4, £ -   ,0, £ -   ,,
1783,Samsung SM-S928B/DS S24Ultra 256 Yellw - Pristine A+ - Standard Vat - Generic / Codes - 80%+ Battery Health,Pristine A+,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1784,Samsung SM-S928B/DS S24Ultra 256 Yellw - Pristine A+ Open Box - Standard Vat - Generic / Codes - 80%+ Battery Health,Pristine A+ Open Box,Standard,UK / EU,80%+,3, £ -   ,0, £ -   ,,
1785,Samsung SM-S928B/DS S24Ultra 256GB Blk - Grade A - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade A,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1786,Samsung SM-S928B/DS S24Ultra 256GB Blk - Grade A - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade A,Standard,UK / EU,80%+,2, £ -   ,0, £ -   ,,
1787,Samsung SM-S928B/DS S24Ultra 256GB Blk - Grade B - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade B,Standard,UK / EU,80%+,3, £ -   ,0, £ -   ,,
1788,Samsung SM-S928B/DS S24Ultra 256GB Blk - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,25, £ -   ,0, £ -   ,,
1789,Samsung SM-S928B/DS S24Ultra 256GB Blk - Pristine A+ Open Box - Standard Vat - Generic / Codes - 80%+ Battery Health,Pristine A+ Open Box,Standard,UK / EU,80%+,4, £ -   ,0, £ -   ,,
1790,Samsung SM-S928B/DS S24Ultra 256GB Gry - Grade A - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade A,Standard,UK / EU,80%+,3, £ -   ,0, £ -   ,,
1791,Samsung SM-S928B/DS S24Ultra 256GB Gry - Grade B - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade B,Standard,UK / EU,80%+,4, £ -   ,0, £ -   ,,
1792,Samsung SM-S928B/DS S24Ultra 256GB Gry - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,26, £ -   ,0, £ -   ,,
1793,Samsung SM-S928B/DS S24Ultra 256GB Gry - Pristine A+ Open Box - Standard Vat - Generic / Codes - 80%+ Battery Health,Pristine A+ Open Box,Standard,UK / EU,80%+,3, £ -   ,0, £ -   ,,
1794,Samsung SM-S928B/DS S24Ultra 512 Vilet - Grade A - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade A,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1795,Samsung SM-S928B/DS S24Ultra 512 Vilet - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,2, £ -   ,0, £ -   ,,
1796,Samsung SM-S928B/DS S24Ultra 512 Vilet - Pristine A+ Open Box - Standard Vat - Generic / Codes - 80%+ Battery Health,Pristine A+ Open Box,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1797,Samsung SM-S928B/DS S24Ultra 512 Yellw - Grade A - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade A,Standard,UK / EU,80%+,2, £ -   ,0, £ -   ,,
1798,Samsung SM-S928B/DS S24Ultra 512 Yellw - Grade B - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade B,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1799,Samsung SM-S928B/DS S24Ultra 512GB Blk - Grade A - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade A,Marginal,UK / EU,80%+,2, £ -   ,0, £ -   ,,
1800,Samsung SM-S928B/DS S24Ultra 512GB Blk - Grade A - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade A,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1801,Samsung SM-S928B/DS S24Ultra 512GB Blk - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,12, £ -   ,0, £ -   ,,
1802,Samsung SM-S928B/DS S24Ultra 512GB Blk - Grade C - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade C,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1803,Samsung SM-S928B/DS S24Ultra 512GB Blk - Pristine A+ Open Box - Standard Vat - Generic / Codes - 80%+ Battery Health,Pristine A+ Open Box,Standard,UK / EU,80%+,3, £ -   ,0, £ -   ,,
1804,Samsung SM-S928B/DS S24Ultra 512GB Gry - Grade B - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade B,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1805,Samsung SM-S928B/DS S24Ultra 512GB Gry - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,32, £ -   ,0, £ -   ,,
1806,Samsung SM-S928B/DS S24Ultra 512GB Gry - Pristine A+ Open Box - Standard Vat - Generic / Codes - 80%+ Battery Health,Pristine A+ Open Box,Standard,UK / EU,80%+,5, £ -   ,0, £ -   ,,
1807,Samsung SM-S931B/DS S25 5G 256 MintGrn - Grade A - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade A,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1808,Samsung SM-S931B/DS S25 5G 256 MintGrn - Pristine A+ Open Box - Standard Vat - Generic / Codes - 80%+ Battery Health,Pristine A+ Open Box,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1809,Samsung SM-S931B/DS S25 5G 256GB Slv - Grade A - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade A,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1810,Samsung SM-S931B/DS S25 5G 256GB Slv - Pristine A+ Open Box - Standard Vat - Generic / Codes - 80%+ Battery Health,Pristine A+ Open Box,Standard,UK / EU,80%+,2, £ -   ,0, £ -   ,,
1811,Samsung SM-S938B/DS S25Ultra512 SlvBlu - Grade A - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade A,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1812,Samsung SM-S938B/DS S25Ultra512 SlvBlu - Pristine A+ Open Box - Standard Vat - Generic / Codes - 80%+ Battery Health,Pristine A+ Open Box,Standard,UK / EU,80%+,3, £ -   ,0, £ -   ,,
1813,Samsung SM-T225 Tab A7 Lite 32GB Grey - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,2, £ -   ,0, £ -   ,,
1814,Samsung SM-T225 Tab A7 Lite 32GB Grey - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1815,Samsung SM-T505 Tab A7 10 4G 32GB Gry - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1816,Samsung SM-X115N Tab A9 Lte 64GB Grpht - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1817,Samsung SM-X115N Tab A9 Lte 64GB Slvr - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1818,Samsung SM-X205N Tab A8 32GB Grey - Grade B - Marginal Vat - Generic / Codes,Grade B,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1819,Samsung SM-X216B Tab A9+ 5G 64GB Grpht - Grade A - Marginal Vat - Generic / Codes,Grade A,Marginal,UK / EU,Untested,2, £ -   ,0, £ -   ,,
1820,Samsung SM-X216B Tab A9+ 5G 64GB Grpht - Grade A - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade A,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1821,Samsung SM-X216B Tab A9+ 5G 64GB Grpht - Grade A - Standard Vat - Generic / Codes,Grade A,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1822,Samsung SM-X216B Tab A9+ 5G 64GB Grpht - Grade B - Marginal Vat - Generic / Codes,Grade B,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1823,Samsung SM-X216B Tab A9+ 5G 64GB Grpht - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,3, £ -   ,0, £ -   ,,
1824,Samsung SM-X216B Tab A9+ 5G 64GB Slvr - Grade A - Marginal Vat - Generic / Codes,Grade A,Marginal,UK / EU,Untested,3, £ -   ,0, £ -   ,,
1825,Samsung SM-X216B Tab A9+ 5G 64GB Slvr - Grade B - Marginal Vat - Generic / Codes,Grade B,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1826,Samsung SM-X516B Tab S9FE 5G 128GB Gry - Grade A - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade A,Marginal,UK / EU,80%+,2, £ -   ,0, £ -   ,,
1827,Samsung SM-X516B Tab S9FE 5G 128GB Gry - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1828,Samsung SM-X516B Tab S9FE 5G 128MntGrn - Grade A - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade A,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1829,Samsung SM-X516B Tab S9FE 5G 128MntGrn - Grade B - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade B,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1830,Samsung SM-X800N Tab S8+ 128GB Graphit - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1831,Samsung XE525QEA-KB1 ChrmeBk2 360 Slv - Grade A - Standard Vat - Generic / Codes,Grade A,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1832,Sony D2303 (M2) White - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1833,Sony E6653 (Z5-S70) Black - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
